Sequencial, NormFwd_Packet_Length_Mean, NormFwd_Packet_Length_Std, NormBwd_Packet_Length_Mean, NormBwd_Packet_Length_Std, NormFlow_IAT_Mean, NormFlow_IAT_Std, NormFwd_IAT_Mean, NormFwd_IAT_Std, NormBwd_IAT_Mean, NormPacket_Length_Mean, NormPacket_Length_Std, Label, linguisticClassification, accuracy, xPonctual, xInf, xSup, lowerLowVideo, upperLowVideo, lowerAverageVideo, upperAverageVideo, lowerHighVideo,  upperHighVideo,  lowerVeryLowNormFwdPacketLengthMean, upperVeryLowNormFwdPacketLengthMean, lowerLowNormFwdPacketLengthMean, upperLowNormFwdPacketLengthMean, lowerBellowReasonableNormFwdPacketLengthMean, upperBellowReasonableNormFwdPacketLengthMean,  lowerReasonableNormFwdPacketLengthMean, upperReasonableNormFwdPacketLengthMean,  lowerHighNormFwdPacketLengthMean, upperHighNormFwdPacketLengthMean,  lowerVeryLowNormFwdPacketLengthStd, upperVeryLowNormFwdPacketLengthStd,  lowerLowNormFwdPacketLengthStd, upperLowNormFwdPacketLengthStd,  lowerBellowReasonableNormFwdPacketLengthStd, upperBellowReasonableNormFwdPacketLengthStd,  lowerReasonableNormFwdPacketLengthStd, upperReasonableNormFwdPacketLengthStd,  lowerHighNormFwdPacketLengthStd, upperHighNormFwdPacketLengthStd,  lowerVeryLowNormBwdPacketLengthMean, upperVeryLowNormBwdPacketLengthMean,  lowerLowNormBwdPacketLengthMean, upperLowNormBwdPacketLengthMean,  lowerBellowReasonableNormBwdPacketLengthMean, upperBellowReasonableNormBwdPacketLengthMean,  lowerReasonableNormBwdPacketLengthMean, upperReasonableNormBwdPacketLengthMean,  lowerHighNormBwdPacketLengthMean, upperHighNormBwdPacketLengthMean,  lowerVeryLowNormBwdPacketLengthStd, upperVeryLowNormBwdPacketLengthStd,  lowerLowNormBwdPacketLengthStd, upperLowNormBwdPacketLengthStd,  lowerBellowReasonableNormBwdPacketLengthStd, upperBellowReasonableNormBwdPacketLengthStd,  lowerReasonableNormBwdPacketLengthStd, upperReasonableNormBwdPacketLengthStd,  lowerHighNormBwdPacketLengthStd, upperHighNormBwdPacketLengthStd,  lowerVeryLowNormFlowIATMean, upperVeryLowNormFlowIATMean,  lowerLowNormFlowIATMean, upperLowNormFlowIATMean,  lowerBellowReasonableNormFlowIATMean, upperBellowReasonableNormFlowIATMean,  lowerReasonableNormFlowIATMean, upperReasonableNormFlowIATMean,  lowerHighNormFlowIATMean, upperHighNormFlowIATMean,  lowerVeryLowNormFlowIATStd, upperVeryLowNormFlowIATStd,  lowerLowNormFlowIATStd, upperLowNormFlowIATStd,  lowerBellowReasonableNormFlowIATStd, upperBellowReasonableNormFlowIATStd,  lowerReasonableNormFlowIATStd, upperReasonableNormFlowIATStd,  lowerHighNormFlowIATStd, upperHighNormFlowIATStd,  lowerVeryLowNormFwdIATMean, upperVeryLowNormFwdIATMean,  lowerLowNormFwdIATMean, upperLowNormFwdIATMean,  lowerBellowReasonableNormFwdIATMean, upperBellowReasonableNormFwdIATMean,  lowerReasonableNormFwdIATMean, upperReasonableNormFwdIATMean,  lowerHighNormFwdIATMean, upperHighNormFwdIATMean,  lowerVeryLowNormFwdIATStd, upperVeryLowNormFwdIATStd,  lowerLowNormFwdIATStd, upperLowNormFwdIATStd,  lowerBellowReasonableNormFwdIATStd, upperBellowReasonableNormFwdIATStd,  lowerReasonableNormFwdIATStd, upperReasonableNormFwdIATStd,  lowerHighNormFwdIATStd, upperHighNormFwdIATStd,  lowerVeryLowNormPacketLengthMean, upperVeryLowNormPacketLengthMean,  lowerLowNormPacketLengthMean, upperLowNormPacketLengthMean,  lowerBellowReasonalbeNormPacketLengthMean, upperBellowReasonableNormPacketLengthMean,  lowerReasonalbeNormPacketLengthMean, upperReasonableNormPacketLengthMean,  lowerHighNormPacketLengthMean, upperHighNormPacketLengthMean,  lowerVeryLowNormPacketLengthStd, upperVeryLowNormPacketLengthStd,  lowerLowNormPacketLengthStd, upperLowNormPacketLengthStd,  lowerBellowReasonableNormPacketLengthStd, upperBellowReasonalbeNormPacketLengthStd,  lowerReasonableNormPacketLengthStd, upperReasonalbeNormPacketLengthStd,  lowerHighNormPacketLengthStd, upperHighNormPacketLengthStd,  lowerVeryLowNormBwdIATMean, upperVeryLowNormBwdIATMean,  lowerLowNormBwdIATMean, upperLowNormBwdIATMean,  lowerBellowReasonableNormBwdIATMean, upperBellowReasonalbeNormBwdIATMean,  lowerReasonableNormBwdIATMean, upperReasonalbeNormBwdIATMean,  lowerHighNormBwdIATMean, upperHighNormBwdIATMean 
779, 0.426136, 1.936441, 5.170031, 10.000000, 10.000000, 0.775516, 0.141985, 0.890663, 0.976185, 2.348020, 10.000000, http, averageVideo, 0, 6.79533447725065, 4.993124057794738, 8.597544896706562, 0.0, 0.0, 0.28186620909974, 0.4870472922141, 0.0, 0.15666696769753946, 0.14772799999999997, 0.7159093333333333, 0.0, 0.426136, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37570599999999993, 0.06822050000000003, 0.43528515151515157, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37725863636363643, 0.597049705882353, 0.29131782608695644, 0.5205973529411765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.4829893333333333, 0.0, 0.775516, 0.0, 0.08348969696969696, 0.0, 0.0, 0.0, 0.0, 0.7160299999999999, 0.9053433333333333, 0.0, 0.141985, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4062246666666667, 0.4533149999999998, 0.890663, 0.0, 0.11838272727272728, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10132000000000001, 0.27401000000000003, 0.5600060606060606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.34921, 0.8809249999999998, 0.976185, 0.0, 0.14429848484848484, 0.0, 0.0, 0.0, 0.0, 
780, 0.464692, 2.268489, 0.000000, 0.000000, 0.111221, 1.061758, 0.222408, 1.312323, 10.000000, 10.000000, 1.434892, http, averageVideo, 0, 3.764586822671778, 1.1426192407873954, 6.38655440455616, 0.0, 0.1634251505173827, 0.17639121511451852, 0.5058347290687111, 0.0, 0.0, 0.07061600000000001, 0.6902053333333334, 0.0, 0.464692, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15434066666666654, 0.2342445000000001, 0.5359057575757576, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.777558, 0.9258526666666667, 0.0, 0.111221, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29216133333333333, 0.9228025000000001, 0.958828, 0.0, 0.17022969696969698, 0.0, 0.0, 0.0, 0.0, 0.555184, 0.851728, 0.0, 0.222408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12511800000000006, 0.6095962500000002, 0.7917846666666667, 0.0, 0.24615848484848482, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.043405333333333296, 0.456385, 0.7100719999999999, 0.0, 0.2833006060606061, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 
781, 0.464692, 2.268489, 0.000000, 0.000000, 0.111223, 1.061881, 0.222423, 1.312473, 10.000000, 10.000000, 1.434892, http, averageVideo, 0, 3.7642142841096584, 1.1426192407873954, 6.385809327431922, 0.0, 0.16350793686452036, 0.17614285607310562, 0.5056857136438634, 0.0, 0.0, 0.07061600000000001, 0.6902053333333334, 0.0, 0.464692, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15434066666666654, 0.2342445000000001, 0.5359057575757576, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.777554, 0.9258513333333332, 0.0, 0.111223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2920793333333333, 0.9226487499999999, 0.958746, 0.0, 0.17026696969696972, 0.0, 0.0, 0.0, 0.0, 0.5551539999999999, 0.851718, 0.0, 0.222423, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.125018, 0.60940875, 0.7916846666666667, 0.0, 0.24620393939393942, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.043405333333333296, 0.456385, 0.7100719999999999, 0.0, 0.2833006060606061, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 
782, 0.387581, 1.892058, 0.000000, 0.000000, 10.000000, 1.061872, 0.222429, 1.312454, 1.638565, 10.000000, 1.196788, http, averageVideo, 0, 3.476331573101605, 1.1426192407873952, 5.810043905415815, 0.0067624076852557434, 0.2274818726440878, 0.0, 0.39053262924064197, 0.0, 0.0, 0.22483799999999998, 0.7416126666666667, 0.0, 0.387581, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40529466666666664, 0.046028999999999994, 0.4218357575757576, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.29208533333333336, 0.9226600000000001, 0.958752, 0.0, 0.1702642424242424, 0.0, 0.0, 0.0, 0.0, 0.555142, 0.851714, 0.0, 0.222429, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12503066666666665, 0.6094325, 0.7916973333333334, 0.0, 0.24619818181818184, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.20214133333333337, 0.7540150000000001, 0.868808, 0.0, 0.2111478787878788, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20179375, 0.57429, 0.0, 0.345019696969697, 0.0, 0.0, 0.0, 0.0, 
783, 0.387581, 1.892058, 0.000000, 0.000000, 0.111335, 1.061938, 0.222636, 1.312267, 10.000000, 10.000000, 1.196788, http, averageVideo, 0, 3.5717079452617244, 1.1426192407873952, 6.000796649736054, 0.0, 0.20628712327517235, 0.04780529684114961, 0.42868317810468975, 0.0, 0.0, 0.22483799999999998, 0.7416126666666667, 0.0, 0.387581, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40529466666666664, 0.046028999999999994, 0.4218357575757576, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.77733, 0.9257766666666667, 0.0, 0.111335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2920413333333333, 0.9225774999999999, 0.958708, 0.0, 0.17028424242424245, 0.0, 0.0, 0.0, 0.0, 0.554728, 0.851576, 0.0, 0.222636, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12515533333333329, 0.60966625, 0.7918219999999999, 0.0, 0.2461415151515152, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.20214133333333337, 0.7540150000000001, 0.868808, 0.0, 0.2111478787878788, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 
784, 0.464692, 2.268489, 0.000000, 0.000000, 0.111203, 1.061527, 0.222379, 1.312010, 1.638183, 10.000000, 1.434892, http, averageVideo, 0, 3.765340958120866, 1.1426192407873954, 6.388062675454337, 0.0, 0.1632575648620298, 0.17689397208057725, 0.5061363832483463, 0.0, 0.0, 0.07061600000000001, 0.6902053333333334, 0.0, 0.464692, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15434066666666654, 0.2342445000000001, 0.5359057575757576, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.777594, 0.9258646666666667, 0.0, 0.111203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29231533333333326, 0.9230912499999999, 0.9589819999999999, 0.0, 0.17015969696969702, 0.0, 0.0, 0.0, 0.0, 0.555242, 0.8517473333333333, 0.0, 0.222379, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12532666666666673, 0.6099875000000001, 0.7919933333333334, 0.0, 0.24606363636363635, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.043405333333333296, 0.456385, 0.7100719999999999, 0.0, 0.2833006060606061, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20227125000000012, 0.5745446666666667, 0.0, 0.3449039393939394, 0.0, 0.0, 0.0, 0.0, 
785, 0.426948, 2.131513, 0.684490, 3.449299, 4.999342, 10.000000, 9.999243, 10.000000, 10.000000, 0.485984, 2.313137, http, averageVideo, 0, 5.115216902848465, 1.1426192407873952, 9.087814564909534, 0.0, 0.0, 0.9539132388606142, 0.9670808849004386, 0.0, 0.0, 0.146104, 0.7153680000000001, 0.0, 0.426948, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24565800000000002, 0.1657565, 0.49439787878787883, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5436733333333333, 0.0, 0.68449, 0.0, 0.05590606060606062, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8246495, 0.8937269696969697, 0.0, 0.014499705882352935, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4548445454545452, 0.6472523529411763, 0.21710521739130453, 0.4703947058823531, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9997296428571428, 0.9998007894736842, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.028031999999999946, 0.6760106666666666, 0.0, 0.485984, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12457533333333319, 0.25656850000000014, 0.5494354545454546, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 
786, 0.387581, 1.892058, 0.000000, 0.000000, 0.111222, 1.061798, 0.222417, 1.312375, 1.638490, 10.000000, 1.196788, http, averageVideo, 0, 3.571635379213974, 1.1426192407873952, 6.000651517640553, 0.0, 0.20630324906356132, 0.04775691947598274, 0.4286541516855896, 0.0, 0.0, 0.22483799999999998, 0.7416126666666667, 0.0, 0.387581, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40529466666666664, 0.046028999999999994, 0.4218357575757576, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.777556, 0.925852, 0.0, 0.111222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29213466666666665, 0.9227525, 0.9588013333333333, 0.0, 0.1702418181818182, 0.0, 0.0, 0.0, 0.0, 0.555166, 0.851722, 0.0, 0.222417, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1250833333333333, 0.60953125, 0.79175, 0.0, 0.24617424242424246, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.20214133333333337, 0.7540150000000001, 0.868808, 0.0, 0.2111478787878788, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20188750000000005, 0.57434, 0.0, 0.3449969696969697, 0.0, 0.0, 0.0, 0.0, 
787, 0.426136, 1.936441, 5.170031, 10.000000, 0.090506, 0.868621, 10.000000, 0.988931, 1.155552, 2.348020, 10.000000, http, averageVideo, 0, 7.03838364261215, 5.644569473263865, 8.432197811960433, 0.0, 0.0, 0.1846465429551401, 0.4176046735393858, 0.0, 0.22062727437161833, 0.14772799999999997, 0.7159093333333333, 0.0, 0.426136, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37570599999999993, 0.06822050000000003, 0.43528515151515157, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37725863636363643, 0.597049705882353, 0.29131782608695644, 0.5205973529411765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.818988, 0.9396626666666666, 0.0, 0.090506, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42091933333333337, 0.3431049999999997, 0.868621, 0.0, 0.11170333333333334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.34071266666666666, 0.944655, 0.988931, 0.0, 0.1481609090909091, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10132000000000001, 0.27401000000000003, 0.5600060606060606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.22963200000000006, 0.8055600000000002, 0.8962986666666667, 0.0, 0.1986521212121212, 0.0, 0.0, 0.0, 0.0, 
788, 0.464692, 2.268489, 0.000000, 0.000000, 0.111230, 1.061800, 10.000000, 1.312374, 10.000000, 10.000000, 1.434892, http, averageVideo, 0, 3.5579997143217867, 1.1426192407873954, 5.973380187856178, 0.0, 0.20933339681738072, 0.038666476214524494, 0.4231998857287147, 0.0, 0.0, 0.07061600000000001, 0.6902053333333334, 0.0, 0.464692, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15434066666666654, 0.2342445000000001, 0.5359057575757576, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.77754, 0.9258466666666667, 0.0, 0.11123, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2921333333333333, 0.92275, 0.9588, 0.0, 0.17024242424242428, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.12508400000000006, 0.6095325000000001, 0.7917506666666667, 0.0, 0.2461739393939394, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.043405333333333296, 0.456385, 0.7100719999999999, 0.0, 0.2833006060606061, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 
789, 0.464692, 2.268489, 0.000000, 0.000000, 0.111242, 1.061842, 10.000000, 1.312409, 1.638729, 10.000000, 1.434892, http, averageVideo, 0, 3.5579013939886224, 1.1426192407873954, 5.97318354718985, 0.0, 0.20935524578030615, 0.03860092932574825, 0.42316055759544896, 0.0, 0.0, 0.07061600000000001, 0.6902053333333334, 0.0, 0.464692, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15434066666666654, 0.2342445000000001, 0.5359057575757576, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.777516, 0.9258386666666666, 0.0, 0.111242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2921053333333334, 0.9226975000000001, 0.9587720000000001, 0.0, 0.1702551515151515, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.1250606666666667, 0.6094887500000001, 0.7917273333333333, 0.0, 0.24618454545454546, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.043405333333333296, 0.456385, 0.7100719999999999, 0.0, 0.2833006060606061, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20158874999999993, 0.5741806666666666, 0.0, 0.345069393939394, 0.0, 0.0, 0.0, 0.0, 
790, 0.464692, 2.268489, 0.000000, 0.000000, 0.111261, 1.062012, 10.000000, 1.312617, 10.000000, 10.000000, 1.434892, http, averageVideo, 0, 3.5573867654723483, 1.1426192407873954, 5.9721542901573015, 0.0, 0.20946960767281148, 0.038257843648232225, 0.4229547061889393, 0.0, 0.0, 0.07061600000000001, 0.6902053333333334, 0.0, 0.464692, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15434066666666654, 0.2342445000000001, 0.5359057575757576, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.777478, 0.9258259999999999, 0.0, 0.111261, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29199200000000003, 0.9224850000000001, 0.9586586666666667, 0.0, 0.17030666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.12492200000000005, 0.6092287500000001, 0.7915886666666667, 0.0, 0.24624757575757575, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.043405333333333296, 0.456385, 0.7100719999999999, 0.0, 0.2833006060606061, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 
791, 0.387581, 1.892058, 0.000000, 0.000000, 0.111202, 1.061774, 0.222384, 1.312365, 10.000000, 10.000000, 1.196788, http, averageVideo, 0, 3.5716773919679703, 1.1426192407873952, 6.000735543148545, 0.0, 0.2062939128960066, 0.04778492797864686, 0.42867095678718814, 0.0, 0.0, 0.22483799999999998, 0.7416126666666667, 0.0, 0.387581, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40529466666666664, 0.046028999999999994, 0.4218357575757576, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.777596, 0.9258653333333333, 0.0, 0.111202, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29215066666666667, 0.9227825000000001, 0.9588173333333333, 0.0, 0.17023454545454547, 0.0, 0.0, 0.0, 0.0, 0.555232, 0.8517440000000001, 0.0, 0.222384, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12509, 0.60954375, 0.7917566666666667, 0.0, 0.24617121212121212, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.20214133333333337, 0.7540150000000001, 0.868808, 0.0, 0.2111478787878788, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 
792, 0.387581, 1.892058, 0.000000, 0.000000, 0.111233, 1.061936, 10.000000, 1.312549, 1.638680, 10.000000, 1.196788, http, averageVideo, 0, 3.349052646022171, 1.1426192407873952, 5.555486051256946, 0.04312781542223692, 0.25576607866173984, 0.0, 0.3396210584088683, 0.0, 0.0, 0.22483799999999998, 0.7416126666666667, 0.0, 0.387581, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40529466666666664, 0.046028999999999994, 0.4218357575757576, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.777534, 0.9258446666666668, 0.0, 0.111233, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2920426666666667, 0.9225800000000001, 0.9587093333333333, 0.0, 0.17028363636363636, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.12496733333333336, 0.6093137500000001, 0.7916340000000001, 0.0, 0.2462269696969697, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.20214133333333337, 0.7540150000000001, 0.868808, 0.0, 0.2111478787878788, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20165000000000016, 0.5742133333333334, 0.0, 0.34505454545454545, 0.0, 0.0, 0.0, 0.0, 
